ticker,datetime,close_price,event_code,window_suggested,date
QDEL,2004-07-09 12:01:00.000000,3.75,E9_CrashIntraday,N/A,2004-07-09
DCTH,2007-10-23 13:01:25.033000,1.27,E9_CrashIntraday,N/A,2007-10-23
TWIN,2008-01-22 14:26:11.633000,20.0,E9_CrashIntraday,N/A,2008-01-22
VM,2008-03-12 13:30:00.625000,4.5,E9_CrashIntraday,N/A,2008-03-12
IDT,2008-03-12 13:31:18.354000,4.5001,E9_CrashIntraday,N/A,2008-03-12
VM,2008-03-13 11:50:46.799000,3.0,E9_CrashIntraday,N/A,2008-03-13
TPX,2008-03-17 12:00:00.386000,10.9,E9_CrashIntraday,N/A,2008-03-17
TWER,2008-03-20 13:30:02.743000,1.25,E9_CrashIntraday,N/A,2008-03-20
USNA,2008-03-27 13:26:18.683000,27.3,E9_CrashIntraday,N/A,2008-03-27
DCTH,2008-03-31 12:21:14.170000,1.9407,E9_CrashIntraday,N/A,2008-03-31
IDT,2008-06-04 13:31:46.984000,3.39,E9_CrashIntraday,N/A,2008-06-04
CPSS,2008-06-30 13:30:02.707000,1.5835,E9_CrashIntraday,N/A,2008-06-30
AGM,2008-09-12 13:30:03.534000,22.51,E9_CrashIntraday,N/A,2008-09-12
AGM,2008-09-16 13:30:01.138000,12.67,E9_CrashIntraday,N/A,2008-09-16
AGM,2008-09-22 13:30:16.543000,15.5,E9_CrashIntraday,N/A,2008-09-22
AGM,2008-09-26 12:00:14.057000,4.1,E9_CrashIntraday,N/A,2008-09-26
CPSS,2008-09-29 13:30:00.770000,1.75,E9_CrashIntraday,N/A,2008-09-29
NSSC,2008-09-29 13:57:21.067000,0.01,E9_CrashIntraday,N/A,2008-09-29
VM,2008-10-06 13:30:00.570000,1.3,E9_CrashIntraday,N/A,2008-10-06
AGM,2008-10-09 13:30:01.531000,7.0,E9_CrashIntraday,N/A,2008-10-09
MGPI,2008-10-10 13:30:00.417000,1.94,E9_CrashIntraday,N/A,2008-10-10
DISCB,2008-10-29 13:30:00.007000,11.92,E9_CrashIntraday,N/A,2008-10-29
AGM,2008-11-05 12:50:07.424000,7.01,E9_CrashIntraday,N/A,2008-11-05
MGPI,2008-11-11 14:30:02.717000,0.94,E9_CrashIntraday,N/A,2008-11-11
CPSS,2008-11-13 15:01:10.047000,0.79,E9_CrashIntraday,N/A,2008-11-13
CPSS,2008-11-21 14:30:03.130000,0.55,E9_CrashIntraday,N/A,2008-11-21
CPSS,2008-11-24 14:38:39.950000,0.73,E9_CrashIntraday,N/A,2008-11-24
GRIL,2008-12-16 15:26:46.713000,0.44,E9_CrashIntraday,N/A,2008-12-16
VM,2008-12-19 14:30:21.149000,1.1,E9_CrashIntraday,N/A,2008-12-19
IDT,2008-12-19 14:36:16.876000,0.38,E9_CrashIntraday,N/A,2008-12-19
GRIL,2008-12-29 14:30:03.610000,0.2,E9_CrashIntraday,N/A,2008-12-29
GRIL,2009-01-08 14:30:05.930000,0.37,E9_CrashIntraday,N/A,2009-01-08
GRIL,2009-01-16 14:30:03.390000,0.8,E9_CrashIntraday,N/A,2009-01-16
ATRC,2009-01-29 19:04:52.077000,1.34,E9_CrashIntraday,N/A,2009-01-29
GRIL,2009-02-09 14:30:00.860000,0.4,E9_CrashIntraday,N/A,2009-02-09
GRIL,2009-02-19 20:43:10.600000,0.35,E9_CrashIntraday,N/A,2009-02-19
CPSS,2009-02-20 14:34:56.230000,0.25,E9_CrashIntraday,N/A,2009-02-20
GRIL,2009-02-23 15:19:56.900000,0.45,E9_CrashIntraday,N/A,2009-02-23
CPSS,2009-03-02 14:30:02.723000,0.38,E9_CrashIntraday,N/A,2009-03-02
IDT,2009-03-05 14:30:48.225000,1.47,E9_CrashIntraday,N/A,2009-03-05
IDT,2009-03-06 14:32:31.478000,1.25,E9_CrashIntraday,N/A,2009-03-06
GRIL,2009-03-06 14:38:41.360000,0.23,E9_CrashIntraday,N/A,2009-03-06
TACT,2009-03-11 13:30:03.630000,2.0,E9_CrashIntraday,N/A,2009-03-11
AGM,2009-03-16 13:30:01.243000,3.34,E9_CrashIntraday,N/A,2009-03-16
CPSS,2009-03-20 13:47:25.660000,0.28,E9_CrashIntraday,N/A,2009-03-20
