ticker,datetime,close_price,event_code,window_suggested,date
LPSN,2004-01-02 14:27:20.000000,4.99,E5_BreakoutATH,N/A,2004-01-02
IDT,2004-01-02 14:31:54.194000,22.83,E5_BreakoutATH,N/A,2004-01-02
AGM,2004-01-02 14:35:24.822000,31.67,E5_BreakoutATH,N/A,2004-01-02
DCTH,2004-01-02 14:43:55.000000,0.98,E5_BreakoutATH,N/A,2004-01-02
DSE,2004-01-02 19:23:33.140000,10.51,E5_BreakoutATH,N/A,2004-01-02
ALF,2004-05-06 13:46:46.589000,22.75,E5_BreakoutATH,N/A,2004-05-06
SND,2004-11-23 15:47:40.119000,19.5,E5_BreakoutATH,N/A,2004-11-23
PRFT,2005-01-03 14:30:01.000000,6.5,E5_BreakoutATH,N/A,2005-01-03
TPX,2005-01-03 14:31:29.323000,21.49,E5_BreakoutATH,N/A,2005-01-03
TPX,2005-01-10 14:31:08.180000,20.81,E5_BreakoutATH,N/A,2005-01-10
DCTH,2005-01-20 13:35:17.000000,3.04,E5_BreakoutATH,N/A,2005-01-20
CPSS,2005-01-21 14:30:00.000000,4.98,E5_BreakoutATH,N/A,2005-01-21
DCTH,2005-01-25 14:29:53.000000,3.52,E5_BreakoutATH,N/A,2005-01-25
DCTH,2005-01-26 14:15:59.000000,3.65,E5_BreakoutATH,N/A,2005-01-26
TPX,2005-01-27 14:34:28.086000,20.25,E5_BreakoutATH,N/A,2005-01-27
USNA,2005-02-01 13:02:12.000000,36.63,E5_BreakoutATH,N/A,2005-02-01
USNA,2005-02-02 14:22:39.000000,38.2,E5_BreakoutATH,N/A,2005-02-02
USNA,2005-02-03 14:29:54.000000,37.96,E5_BreakoutATH,N/A,2005-02-03
USNA,2005-02-08 14:28:04.000000,36.9,E5_BreakoutATH,N/A,2005-02-08
USNA,2005-02-09 14:07:07.000000,38.0,E5_BreakoutATH,N/A,2005-02-09
USNA,2005-02-10 13:02:14.000000,41.0,E5_BreakoutATH,N/A,2005-02-10
CPSS,2005-02-10 15:04:01.000000,5.24,E5_BreakoutATH,N/A,2005-02-10
USNA,2005-02-11 14:30:00.000000,42.84,E5_BreakoutATH,N/A,2005-02-11
USNA,2005-02-14 14:28:11.000000,43.72,E5_BreakoutATH,N/A,2005-02-14
USNA,2005-02-15 14:08:52.000000,44.45,E5_BreakoutATH,N/A,2005-02-15
CPSS,2005-02-15 15:04:40.000000,5.28,E5_BreakoutATH,N/A,2005-02-15
USNA,2005-02-16 14:29:55.000000,44.48,E5_BreakoutATH,N/A,2005-02-16
CPSS,2005-02-18 14:30:11.000000,5.49,E5_BreakoutATH,N/A,2005-02-18
CPSS,2005-02-23 14:30:04.000000,5.48,E5_BreakoutATH,N/A,2005-02-23
USNA,2005-02-25 13:35:18.000000,45.0,E5_BreakoutATH,N/A,2005-02-25
USNA,2005-03-14 14:25:12.000000,44.16,E5_BreakoutATH,N/A,2005-03-14
USNA,2005-03-15 14:29:55.000000,46.76,E5_BreakoutATH,N/A,2005-03-15
USNA,2005-03-16 14:30:01.000000,47.39,E5_BreakoutATH,N/A,2005-03-16
USNA,2005-03-21 13:03:38.000000,45.64,E5_BreakoutATH,N/A,2005-03-21
USNA,2005-03-22 14:29:54.000000,47.8,E5_BreakoutATH,N/A,2005-03-22
USNA,2005-03-24 14:29:53.000000,47.23,E5_BreakoutATH,N/A,2005-03-24
USNA,2005-03-28 14:23:40.000000,48.76,E5_BreakoutATH,N/A,2005-03-28
USNA,2005-03-29 14:24:53.000000,50.02,E5_BreakoutATH,N/A,2005-03-29
TPX,2005-05-24 13:31:31.152000,21.57,E5_BreakoutATH,N/A,2005-05-24
TPX,2005-05-26 13:30:03.625000,22.84,E5_BreakoutATH,N/A,2005-05-26
TPX,2005-05-27 13:33:06.131000,23.18,E5_BreakoutATH,N/A,2005-05-27
TPX,2005-06-02 13:31:02.071000,23.42,E5_BreakoutATH,N/A,2005-06-02
TPX,2005-06-06 13:32:33.553000,23.39,E5_BreakoutATH,N/A,2005-06-06
TPX,2005-06-13 12:14:20.284000,23.8,E5_BreakoutATH,N/A,2005-06-13
TPX,2005-06-15 13:10:46.356000,24.64,E5_BreakoutATH,N/A,2005-06-15
ALF,2005-06-21 13:31:43.299000,25.51,E5_BreakoutATH,N/A,2005-06-21
ALF,2005-06-23 13:58:09.520000,25.65,E5_BreakoutATH,N/A,2005-06-23
ALF,2005-06-24 13:34:32.845000,25.65,E5_BreakoutATH,N/A,2005-06-24
ALF,2005-06-27 13:36:18.965000,25.7,E5_BreakoutATH,N/A,2005-06-27
AGM,2005-07-11 13:30:56.302000,24.0,E5_BreakoutATH,N/A,2005-07-11
AGM,2005-07-14 13:34:12.713000,24.82,E5_BreakoutATH,N/A,2005-07-14
AGM,2005-07-15 13:31:49.581000,24.37,E5_BreakoutATH,N/A,2005-07-15
ALF,2005-07-15 13:32:53.506000,25.75,E5_BreakoutATH,N/A,2005-07-15
AGM,2005-07-18 13:34:45.743000,24.89,E5_BreakoutATH,N/A,2005-07-18
AGM,2005-07-19 13:31:57.334000,24.83,E5_BreakoutATH,N/A,2005-07-19
GRIL,2005-07-20 13:30:02.000000,4.28,E5_BreakoutATH,N/A,2005-07-20
AGM,2005-07-20 13:32:02.415000,25.04,E5_BreakoutATH,N/A,2005-07-20
AGM,2005-07-22 13:31:33.685000,24.95,E5_BreakoutATH,N/A,2005-07-22
AGM,2005-07-25 13:32:29.118000,25.76,E5_BreakoutATH,N/A,2005-07-25
QDEL,2005-07-27 13:30:04.000000,6.746,E5_BreakoutATH,N/A,2005-07-27
QDEL,2005-07-28 13:30:04.000000,6.75,E5_BreakoutATH,N/A,2005-07-28
GRIL,2005-07-29 13:30:03.000000,4.34,E5_BreakoutATH,N/A,2005-07-29
QDEL,2005-07-29 13:30:04.000000,7.1,E5_BreakoutATH,N/A,2005-07-29
ALF,2005-07-29 15:44:00.475000,25.75,E5_BreakoutATH,N/A,2005-07-29
QDEL,2005-08-01 13:30:01.000000,7.15,E5_BreakoutATH,N/A,2005-08-01
ALF,2005-08-01 14:19:12.235000,25.75,E5_BreakoutATH,N/A,2005-08-01
USNA,2005-08-02 12:28:44.000000,50.75,E5_BreakoutATH,N/A,2005-08-02
GRIL,2005-08-02 13:30:01.000000,4.308,E5_BreakoutATH,N/A,2005-08-02
GRIL,2005-08-03 13:30:02.000000,4.4,E5_BreakoutATH,N/A,2005-08-03
QDEL,2005-08-04 13:30:04.000000,7.36,E5_BreakoutATH,N/A,2005-08-04
ALF,2005-08-04 14:29:48.087000,25.77,E5_BreakoutATH,N/A,2005-08-04
ALF,2005-08-05 14:36:39.467000,25.8,E5_BreakoutATH,N/A,2005-08-05
AGM,2005-08-11 13:43:55.273000,25.64,E5_BreakoutATH,N/A,2005-08-11
QDEL,2005-08-17 13:30:04.000000,7.5,E5_BreakoutATH,N/A,2005-08-17
QDEL,2005-08-19 13:30:04.000000,7.88,E5_BreakoutATH,N/A,2005-08-19
QDEL,2005-08-22 13:30:03.000000,8.1,E5_BreakoutATH,N/A,2005-08-22
QDEL,2005-08-23 13:30:04.000000,8.27,E5_BreakoutATH,N/A,2005-08-23
QDEL,2005-08-24 13:30:05.000000,8.49,E5_BreakoutATH,N/A,2005-08-24
QDEL,2005-08-25 13:25:48.000000,8.61,E5_BreakoutATH,N/A,2005-08-25
RCMT,2005-08-30 17:28:02.000000,6.0,E5_BreakoutATH,N/A,2005-08-30
USNA,2005-08-31 12:58:01.000000,51.0,E5_BreakoutATH,N/A,2005-08-31
RCMT,2005-08-31 16:17:58.000000,6.0,E5_BreakoutATH,N/A,2005-08-31
CRD.A,2005-09-01 13:36:24.846000,7.8,E5_BreakoutATH,N/A,2005-09-01
RCMT,2005-09-02 16:14:23.000000,6.179,E5_BreakoutATH,N/A,2005-09-02
QDEL,2005-09-06 13:02:32.000000,8.57,E5_BreakoutATH,N/A,2005-09-06
USNA,2005-09-07 13:30:01.000000,51.81,E5_BreakoutATH,N/A,2005-09-07
QDEL,2005-09-09 13:30:04.000000,9.15,E5_BreakoutATH,N/A,2005-09-09
QDEL,2005-09-12 13:30:01.000000,8.87,E5_BreakoutATH,N/A,2005-09-12
AGM,2005-09-14 13:34:09.159000,25.35,E5_BreakoutATH,N/A,2005-09-14
USNA,2005-09-15 13:30:04.000000,52.25,E5_BreakoutATH,N/A,2005-09-15
AGM,2005-09-15 13:32:27.809000,25.94,E5_BreakoutATH,N/A,2005-09-15
USNA,2005-09-16 13:25:50.000000,53.37,E5_BreakoutATH,N/A,2005-09-16
