ticker,trading_day,rvol30,pctchg_d,dollar_vol_d,close_d,vol_d,vwap_d
CLNE,2009-08-27,6.1831313013211044,0.19454545454545458,53539505.21290004,13.14,4359318.0,12.281624146919322
IMMU,2009-08-27,13.683319243407615,0.551643192488263,193719040.02500027,6.61,28954600.0,6.690440897992039
NCS,2009-08-27,8.085616224990208,-0.234263836109603,24222569.102300037,2.68,9759397.0,2.481973948011341
ZQK,2009-08-27,2.451175434344449,0.18577075098814233,9503750.497900004,3.0,3436571.0,2.7654747997058706
CRIS,2009-08-28,8.018529782047906,0.1890243902439026,8820492.488079997,9.75,890492.8000000003,9.905181140240543
MSO,2009-08-28,5.149154776376778,0.21457489878542524,9644789.189799996,7.5,1406119.0,6.859155725653373
KFN,2009-08-31,2.632788403360766,0.19999999999999996,57625823.66400002,3.9,15067492.0,3.824513307456876
CFN,2009-09-01,29.840854913858493,-0.21908127208480555,207397201.87960008,19.89,10575408.0,19.611271913064733
ETFC,2009-09-01,2.317827311388958,-0.16384180790960445,300885139.4353799,14.8,19051289.800000016,15.793426198124374
FHCO,2009-09-01,2.999985874276351,-0.15251798561151086,5656949.681900007,5.89,934461.0,6.053703345457977
BBI,2009-09-02,7.357335551301622,0.33333333333333326,35848418.38210001,1.2,31385850.0,1.1421840855704086
JAG,2009-09-02,7.1042734442836855,0.18634886240520032,13913307.941999994,10.95,1336073.0,10.413583645504396
KV.A,2009-09-02,3.18169310633133,0.3191666666666666,5406834.168699996,2.8494,1943323.0,2.782262222337715
MDCO,2009-09-02,13.835322775960867,0.306532663316583,85638437.29079996,10.4,8670517.0,9.876970115023125
MDZ,2009-09-02,11.536265166599549,0.30993150684931514,27009777.015399978,7.65,3673461.0,7.352678309474356
CHNG,2009-09-03,13.643226852178442,0.22328042328042352,23731205.1264,11.56,2249915.0,10.54760074331697
CRIS,2009-09-03,4.759764962941329,-0.1781818181818181,8947957.510500006,11.3,730541.8,12.248385390815427
OSIR,2009-09-03,5.408532154026666,-0.16524216524216517,27374672.05570004,11.72,2327668.0,11.760556941840521
EXXI,2009-09-04,17.242501668802156,0.7951019361456597,39156879.70420001,7.0,6191608.199999999,6.324185646016815
FACT,2009-09-04,13.080184451959694,0.7346938775510203,54937850.00370002,15.3,3578309.0,15.353020100751506
KOG,2009-09-04,5.8192018870997915,0.19259259259259265,14678113.082400003,1.61,8974069.0,1.6356140210644696
SIGA,2009-09-04,3.0199363542367483,0.1870286576168929,6501185.485799995,7.87,871261.0,7.461811656667744
AKRX,2009-09-08,6.566308760278331,0.2622950819672132,13300173.223299995,1.54,9240002.0,1.4394123749432084
ENER,2009-09-08,6.439452199202452,0.23709369024856586,200566535.00710002,12.94,16284463.0,12.31643530444326
OSIR,2009-09-08,8.082050502044956,-0.3420408163265306,39622583.51670003,8.06,4980614.0,7.955361229900577
EXXI,2009-09-09,4.314856661919811,0.30708661417322847,15868427.106579997,8.3,1985784.8000000005,7.9910104592300195
SWHC,2009-09-09,3.023520805257603,0.20593692022263466,19893611.35119999,6.5,3417040.0,5.821884248121178
VNDA,2009-09-10,3.3013031488309315,0.16743471582181257,26181738.219400004,15.2,1828252.0,14.320639725486423
ALTI,2009-09-11,13.834429647206054,0.2912621359223302,14182988.175650008,5.32,2700632.5,5.251728317588568
CMZ,2009-09-11,10.766841516657013,-0.19444444444444442,9937741.198799996,1.16,8781170.0,1.1317103755877629
CVGI,2009-09-11,2.065320013937001,0.1610169491525426,5374532.037899999,5.48,1010061.0,5.32099748223127
GLS,2009-09-14,3.5594258224023463,0.2701149425287357,5434232.3633,8.84,718451.0,7.56381766230404
KERX,2009-09-14,3.416230844606657,0.15328467153284664,12073523.477600006,1.58,7725062.0,1.5629031168422993
PCX,2009-09-14,3.0722873209366885,0.2777777777777777,156171707.10639995,12.65,13731929.0,11.372889206345295
CLFD,2009-09-15,12.98395313511985,0.3333333333333335,7342490.443899998,4.2,1786202.0,4.110671941863237
EXXI,2009-09-15,2.02522252743492,0.1728395061728396,10030282.13600001,9.5,1091806.2000000004,9.186870468403647
LXRX,2009-09-15,25.569095190521196,0.6851851851851851,62282092.689192526,19.11,2934610.571500001,21.22329050881786
MPG,2009-09-15,4.473993904662911,0.2990654205607475,11197836.801999997,1.39,8541932.0,1.3109255379228022
ACAS,2009-09-16,5.379491286771162,0.3176470588235294,112214686.22000003,3.36,34174472.0,3.283582149272124
AIB,2009-09-16,4.860762763117605,0.2516129032258063,119774394.78710002,9.7,13147151.0,9.110292776518655
ATCO,2009-09-16,24.516596147016614,0.3257575757575757,8057141.301800004,1.75,3891239.0,2.070585050622695
KERX,2009-09-16,13.225778955178424,0.5294117647058822,79576932.33860001,2.34,35495715.0,2.2418743315524146
URRE,2009-09-16,8.703218382921726,0.2941176470588236,7646537.096599997,1.32,6057563.0,1.2623124343238357
BEE,2009-09-17,4.835671821561078,0.4362416107382552,19555988.069200005,2.14,10707759.0,1.8263380852333346
FNSR,2009-09-17,5.666142058765739,0.15625000000000022,28636987.973674998,8.88,3374684.375,8.48582705565613
LCC,2009-09-17,3.833469974393248,0.168181818181818,212969465.14590025,5.14,42311048.0,5.033424488703288
SFI,2009-09-17,3.848113559708216,0.3526970954356845,18552168.138700016,3.26,5471474.0,3.3907075385353225
WNR,2009-09-17,4.531849734196849,0.18749999999999978,83546025.16299994,7.6,11663862.0,7.162809810592747
BPFH,2009-09-18,5.790888926008265,0.19608695652173913,30318110.530400008,6.8775,4435226.0,6.835753246937136
GTN,2009-09-18,2.730310176013358,0.3999999999999999,9750756.091300001,2.59,4227854.0,2.306313342726594
HGG,2009-09-18,3.471918032594159,0.19151756129887354,24965938.09230001,17.98,1456933.0,17.135954839584254
MPG,2009-09-18,6.085120707306571,0.20138888888888884,27704112.588999994,1.73,15377527.0,1.8015973952768864
ELOS,2009-09-21,5.44212484546643,0.20599999999999996,22685804.980000008,12.06,1992958.0,11.382981969514665
MPG,2009-09-21,3.551242983220416,0.24277456647398843,19146349.693500005,2.15,9986951.0,1.9171366409527797
AFN,2009-09-22,11.405000606215593,0.41176470588235303,7808895.072499991,1.2,7378004.0,1.0584021196654259
BEE,2009-09-22,5.149457794313512,0.36585365853658547,40438174.52809999,2.8,15735123.0,2.5699306276855918
CIT,2009-09-22,2.661167404498639,0.19999999999999996,282034254.54980016,1.8,166593214.0,1.69295163817297
GKK,2009-09-22,4.10792013924151,0.27053140096618367,7491614.523700001,2.63,2955562.0,2.5347512668318246
MPG,2009-09-22,3.826923358895031,0.29767441860465116,28221986.780899998,2.79,11510100.0,2.451932370778707
SRZ,2009-09-22,2.645482955295111,0.16236162361623618,10415580.7864,3.15,3508876.0,2.9683524827893604
KERX,2009-09-23,5.06126500644167,0.1561181434599157,51960519.15849999,2.74,17457101.0,2.9764689542954463
ARI,2009-09-24,10.19257415444715,-0.5926904447380009,109271346.10570006,18.5,5781860.0,18.89899549724484
LZB,2009-09-24,2.1234385336458477,-0.15384615384615385,16290794.48160001,8.25,1881949.0,8.656342165276536
BLDP,2009-09-25,13.993962600895555,0.5277777777777777,6943761.754400001,2.75,2755804.0,2.5196863617296446
DRAM,2009-09-25,20.330303556257938,0.56,11333841.517700003,3.9,2967384.0,3.8194724773403115
EMCI,2009-09-25,7.030955075535018,-0.15493127780427007,5109261.545700001,14.0,358156.5,14.265444144389395
FINL,2009-09-25,2.3860355641080293,0.15888888888888886,16957072.989299998,10.43,1657146.0,10.232697052221106
LUNA,2009-09-25,22.428157536453984,0.8695652173913044,31601398.6309,2.15,11366665.0,2.780182105384473
SEM,2009-09-25,29.914579549954258,-0.51338199513382,115274630.8969001,10.0,11684555.0,9.865555932331192
FRP,2009-09-28,3.2923031185914726,-0.3076923076923077,8508442.932400009,0.45,17168156.0,0.4955944559450653
GKK,2009-09-28,2.110417133452708,0.2272727272727273,5187637.6084,2.97,1874714.0,2.767162142278769
LUNA,2009-09-28,9.530473441348436,0.27441860465116297,20272829.462700006,2.74,7064858.0,2.869531059605162
BLDP,2009-09-29,9.175926657138666,0.2078431372549021,10614436.529699992,3.08,3683339.0,2.881743040675863
GCI,2009-09-29,2.978487519965963,0.15940594059405955,307268835.8998002,11.71,26273088.0,11.695193039348865
SNR,2009-09-29,28.569399039286015,0.4370932754880692,8421745.496200006,2.65,3165278.0,2.6606653495206443
CIT,2009-09-30,7.090231028453243,-0.26250000000000007,770879416.9660004,1.18,566656144.0,1.3604007035455359
MDZ,2009-09-30,2.8267317949066486,0.15703517587939708,19512905.366299998,9.21,2406739.0,8.10761173783281
OMN,2009-09-30,4.940655155125679,0.2843137254901962,13538153.799200006,6.55,2158814.0,6.2711070982493196
ZZ,2009-09-30,4.4097392116851255,-0.1519999999999999,15474910.413499998,3.18,4647698.0,3.3295860474368166
ROC,2009-10-01,8.928541784926242,-0.18084589207583857,110134219.12870009,16.85,6411168.0,17.178495264622622
ECHO,2009-10-02,23.109484520631163,-0.17726737338044762,73399383.49390006,13.97,5314378.0,13.811472103395742
ETRM,2009-10-02,27.16017687118953,-0.7822,50164135.015985705,5.8806,7494103.1667,6.693814309748193
BRCD,2009-10-05,6.045583834852882,0.17032258064516137,1078776546.8694992,9.07,121255005.0,8.896758916215452
DEPO,2009-10-05,9.587168283419787,0.2997658079625294,28625399.20710001,5.55,5031940.0,5.688740169219031
NTRI,2009-10-05,2.7793675054020595,0.2688098495212039,19884267.617100004,18.55,1150854.0,17.27783682126491
TLB,2009-10-07,5.072272695689782,0.1650992685475443,53229190.55580005,11.15,4878883.0,10.910118270063055
LIZ,2009-10-08,5.361794422780587,0.3237547892720307,142851032.21379992,6.91,21901692.0,6.522374262856035
CAAS,2009-10-09,8.39535411269942,0.15212765957446805,11564889.825099997,10.83,1123841.0,10.290503572213504
NCS,2009-10-09,2.497606400432228,0.18571428571428572,15975955.9586,3.32,5229260.0,3.0551083630571054
SPPI,2009-10-09,3.0383113244538613,-0.18167202572347263,57846642.98150008,5.09,11269612.0,5.132975561314807
SRZ,2009-10-09,9.513963360683212,0.43504531722054374,106541352.29850006,4.75,23869622.0,4.463470443666853
CLWT,2009-10-12,10.299341058353763,0.295774647887324,6021574.240998003,4.048,1490569.0906999987,4.039782039335165
DEPO,2009-10-12,10.199196395746593,-0.3311036789297659,42691833.764999986,4.0,10592081.0,4.030542606783311
ENER,2009-10-12,3.0314770827871014,0.15576036866359444,144264967.8196,12.54,11836097.0,12.18855910183906
VASC,2009-10-13,13.798039921177477,-0.19227144203581514,7141612.6714999955,8.57,772096.0,9.24964340120917
VNDA,2009-10-13,14.23395210209055,-0.2028985507246377,191975396.82940015,11.0,15747341.0,12.190972230130798
POWR,2009-10-14,9.463930736889568,0.18758434547908243,6605659.761200004,8.8,797598.0,8.281941230043211
TA,2009-10-14,2.121263345712678,0.18512110726643582,5166396.300799999,6.85,790994.0,6.531524007514594
ZIOP,2009-10-14,8.694314675292635,0.24567474048442905,6182086.843900001,3.6,1678618.0,3.6828431745042653
FNM,2009-10-19,3.438008721583982,-0.22758620689655162,268933288.0433999,1.12,220560790.0,1.2193159447941762
FRE,2009-10-19,3.1094725462450783,-0.2325581395348837,167601137.2999002,1.32,116422233.0,1.4395973430598965
NCS,2009-10-19,3.4159206574083907,-0.22891566265060237,23929079.86339999,2.56,8811404.0,2.715694327873287
RX,2009-10-19,4.628864928915399,0.24403544648943432,142707409.56469995,18.25,8660034.0,16.47885095655513
CONN,2009-10-20,12.20639050511079,-0.3214285714285714,21814338.62649999,8.17,2541530.0,8.583152127458652
MPS,2009-10-20,23.596883349593647,0.284560143626571,611678843.5854002,14.31,45160380.0,13.544590271060612
HTE,2009-10-22,14.72823275828268,0.3114285714285714,261479975.26280025,9.18,28172414.0,9.281418882414558
SPAR,2009-10-22,2.6199543606380273,-0.16666666666666663,5289770.4486,5.0,982975.0,5.381388589333401
ELN,2009-10-23,10.230630712394397,-0.16093750000000007,221595581.73190016,5.37,42294254.0,5.239377947933546
GBE,2009-10-23,3.3573129568542397,0.40000000000000013,8175116.306900004,2.1,4460729.0,1.8326861611409264
PVTB,2009-10-26,11.542338777171885,-0.3715789473684211,108868073.18100013,11.94,8217293.0,13.248654171270287
PCX,2009-10-27,3.728830258145203,0.15000000000000013,281660987.2584,12.88,21676402.0,12.99389941459842
PVTB,2009-10-27,9.920476707882848,-0.2043551088777219,106265203.76440005,9.5,10382886.0,10.234649958055982
QTM,2009-10-27,2.0016860200371585,0.20779220779220786,5020756.038250001,14.88,378022.5,13.281632808232317
SMP,2009-10-27,3.2173488585075796,-0.16457811194653305,6763601.475599999,10.0,638908.0,10.586189992299358
GT,2009-10-28,8.109176834945453,-0.19159159159159145,584233185.3840003,13.46,43226092.0,13.515753063774543
KSP,2009-10-28,12.20156102855501,-0.35921463632307005,33388377.115499984,14.36,2216876.0,15.061003464108946
OEH,2009-10-28,2.3349170955640504,-0.18278427205100956,14236462.429599995,7.69,1781821.0,7.989838726561195
USNA,2009-10-28,6.887573307268527,-0.17937584803256457,9855865.094400002,15.12,620102.0,15.893941794091942
ACXM,2009-10-29,4.378767891502685,0.22383419689119166,24036781.428899992,11.81,2161677.0,11.119506489128575
GKK,2009-10-29,2.0978597157648973,0.33047210300429186,6376078.735099997,3.1,2164096.0,2.946301243151874
HS,2009-10-29,3.1592604997952938,0.18196588139723802,18715339.86170001,14.55,1298183.0,14.416565200514881
KSP,2009-10-29,10.051239889603103,-0.2165738161559888,30759489.840399977,11.25,2663532.0,11.548383815324906
REV,2009-10-29,7.25335980435422,0.43683478260869557,17337267.42179999,8.2618,2221075.0,7.8058000841034145
TBL,2009-10-29,4.454934974719859,0.2270676691729323,18281470.2491,16.32,1110115.0,16.468086864063633
VCI,2009-10-29,2.8074231397775753,0.1679479597871083,38058785.700099975,19.75,1911165.0,19.91391936337259
GFIG,2009-10-30,8.245714660688707,-0.2153846153846154,26244375.912400007,5.1,5038868.0,5.2083872632503985
GGC,2009-10-30,3.539557718326339,-0.23933402705515083,6684400.989100002,14.62,434192.0,15.395034890325022
SMP,2009-10-30,11.868860344071813,-0.15298885511651472,35870777.06199998,8.36,4073182.0,8.806573598233513
ZLC,2009-10-30,4.694851879164313,-0.21166666666666656,13898476.506899998,4.73,2675182.0,5.19533867486399
CIT,2009-11-02,2.5595343410198033,-0.5779931228508909,80706777.773,0.27,288595313.0,0.27965380634230885
LDK,2009-11-02,5.13737864258542,-0.2317979197622586,85320019.72519995,5.17,15212813.0,5.6084315060732
REV,2009-11-02,3.053747860688318,0.19454329774614476,10284924.064499995,10.07,1106745.0,9.292948298388513
SHS,2009-11-02,5.146559577640608,0.2305555555555554,6652910.481799999,8.86,805592.0,8.258411803741843
ETM,2009-11-03,2.6951510179922176,-0.2121604139715395,6874048.342300001,6.09,1060017.0,6.484847264053313
LNY,2009-11-03,14.30095936574265,0.2814538676607641,23671066.24900001,13.75,1721672.0,13.748882626307456
TESO,2009-11-03,3.7686269604374036,0.2058823529411764,6419780.242800002,10.25,736120.0,8.721105584415588
ABK,2009-11-04,6.487232399471314,0.35398230088495586,139915110.00480005,1.53,91684158.0,1.526055461018686
ABK,2009-11-05,4.126283322161093,-0.21568627450980393,80236604.89109994,1.2,62927668.0,1.2750608347841517
ROCK,2009-11-05,2.7341766680777333,0.23266022827041244,8458786.579799999,14.04,645243.0,13.109458885722121
WG,2009-11-05,2.9233306096162823,0.1807228915662651,16051228.895199986,14.7,1111210.0,14.444820416662905
CHNG,2009-11-09,9.663737287142828,-0.2744807121661722,50620719.61959998,9.78,5048567.0,10.026750089599679
REV,2009-11-09,6.478950203021907,0.32462686567164156,48978908.57339995,14.2,3541178.0,13.831247277996178
SRZ,2009-11-09,3.798488084210144,-0.3023255813953488,39521132.96700001,3.0,12215248.0,3.2353934170636576
TTI,2009-11-09,2.8130900661431317,0.17983367983367993,22922468.779600006,11.35,2052968.0,11.165526583755813
ABK,2009-11-10,6.052986557136436,-0.3185840707964601,101192090.56890005,0.77,110033813.0,0.9196454054436889
AGM,2009-11-10,5.2049948453011154,-0.237,7104337.5408000015,7.63,898684.0,7.905267636677633
CYD,2009-11-10,4.658360639992156,0.21212121212121215,12770895.490299998,14.4,931208.0,13.714331803743093
PRKR,2009-11-10,11.804966964865589,-0.2901960784313725,5569737.208970002,18.1,286341.1999999999,19.451399969581757
NANO,2009-11-11,5.785376478963963,0.18157894736842106,14817127.443700014,8.98,1683759.0,8.800028652378407
HPJ,2009-11-12,7.628642410419275,0.31152647975077885,9796058.464899998,4.21,2279966.0,4.2965809423912456
NLST,2009-11-12,17.694677186102695,0.43448275862068986,7004456.703100003,2.08,3337872.0,2.0984797209419663
PLA,2009-11-12,9.136081697885366,0.37282229965156777,12740870.077399997,3.94,3280516.0,3.883800620816968
NANO,2009-11-13,5.275026483215421,0.1573604060913707,22958334.260100015,11.4,2122137.0,10.818497703070072
NLST,2009-11-13,20.1851183895242,1.1682692307692304,38952745.01399998,4.51,11447856.0,3.4026236016595584
PLA,2009-11-13,8.281059660246035,0.18020304568527923,17981076.231200002,4.65,4044766.0,4.445517053693589
SSTI,2009-11-13,14.015597052276007,0.20430107526881724,12094948.862499993,2.24,5525046.0,2.189112789739668
HPJ,2009-11-16,4.462314451945202,0.15308641975308634,7426758.150600008,4.67,1623964.0,4.573228317007032
KHD,2009-11-16,5.644299379347767,0.1944547325102879,15942128.092400007,11.6101,1391434.0,11.457336885831456
LNY,2009-11-16,3.543559992051955,0.177379480840544,20744934.27870001,19.05,1084284.0,19.132380703487286
NLST,2009-11-16,18.114341253674443,0.37111111111111117,157868486.21879995,6.17,25717013.0,6.138678944510389
SWC,2009-11-16,2.705110417203131,0.15728900255754485,20139079.945200004,9.05,2324093.0,8.665350287273359
NLST,2009-11-17,7.163778710075102,-0.3290113452188007,68995015.70039998,4.14,13355031.0,5.166219060098024
ABK,2009-11-18,3.806412218824314,0.4186369958275382,82881380.06899998,1.02,85762395.0,0.9664070140415268
LZB,2009-11-18,6.060701770492339,0.25514403292181065,35896597.8419,9.15,4203029.0,8.540649574842334
NLST,2009-11-18,5.497448566874355,0.19565217391304368,61293381.37689999,4.95,12532924.0,4.89058908973676
BONT,2009-11-19,6.171355499228754,0.18147801683816667,12517455.593900004,12.63,1036632.0,12.075119805196062
CO,2009-11-19,21.627221918344024,5.175257731958763,8164006.659900003,5.99,1415506.0,5.767553553217014
NLST,2009-11-19,4.748977625177214,0.1515151515151516,71765206.19850004,5.7,12852183.0,5.5838923394181394
CLD,2009-11-20,29.643087245440785,-0.4095276220976781,285888144.9824002,14.75,19609086.0,14.579371266075338
DRAM,2009-11-20,18.554717969977247,0.39233038348082583,9857260.666800002,4.72,2230441.0,4.419422287700057
KIRK,2009-11-20,7.304055585827772,0.1837349397590362,27891442.968599983,15.72,1854722.0,15.0380719960188
NLST,2009-11-20,8.199145545745337,0.24561403508771917,221620948.04750022,7.1,30528235.0,7.259540161673291
SVN,2009-11-20,9.562368529589484,36.411764705882355,107960666.06110014,12.72,8129388.0,13.280294415901928
AONE,2009-11-24,3.2784236537399787,0.16518771331058013,138322587.33269992,17.07,8424236.0,16.41960022638254
IWA,2009-11-24,15.246625356952519,0.25689519306540576,133618265.67400002,15.95,8433744.0,15.843291623981
NEXM,2009-11-24,15.969209798521902,0.33165829145728654,14437225.967957772,3.975,3311579.8673999994,4.3596188363389174
TBH,2009-11-24,24.129563797721463,-0.5441558441558442,5024141.68,7.02,541428.0,9.279427144514136
RTK,2009-11-25,13.1642711740548,0.19999999999999996,58930926.36897,15.6,3608390.4,16.331638164476328
TBH,2009-11-25,21.722902089250898,-0.17948717948717952,10834314.156700013,5.76,1755923.0,6.17015333627956
CLWT,2009-11-30,11.72262446486445,0.29841437632135315,10142676.950296892,4.9132,2061243.409299999,4.9206594934566015
CSGS,2009-11-30,5.527582502484806,0.1951070336391436,20487051.1008,19.54,1118950.0,18.309174762768667
CYTX,2009-11-30,3.7867770198477158,0.15533980582524265,9107384.614699997,5.95,1609575.0,5.658254268797662
GSIT,2009-11-30,23.333418746753168,0.47058823529411775,13341498.202599995,5.0,2883589.0,4.626698951410896
CLWT,2009-12-02,5.355161823991439,-0.1536270239473635,8255082.261401059,4.6052,1635225.6818000004,5.048283153377427
GERN,2009-12-02,6.30855843078191,0.1531365313653137,63303932.562900044,6.25,10474820.0,6.043438699939478
KERX,2009-12-02,7.483785507405884,0.15708812260536398,30617599.28279996,3.02,10190544.0,3.0045107781095846
SWHC,2009-12-03,3.363310033612992,-0.18388791593695264,26752755.378400024,4.66,5015065.0,5.334478292584448
ZLC,2009-12-07,5.539121066681036,-0.2404040404040405,16252401.060099987,3.76,4139094.0,3.9265600298277805
LJPC,2009-12-08,9.685047281915363,0.7642857142857142,8981333.57716201,12.35,822570.9199999997,10.91861304452875
MW,2009-12-08,2.750045468865037,-0.17426636568848752,50359837.488399975,18.29,2361316.0,21.327021664360032
SCSS,2009-12-08,2.7894858156872555,0.17708333333333348,7379676.543100002,5.65,1327992.0,5.557018824736898
SNSS,2009-12-08,9.735860356005059,-0.16666666666666663,5894448.034726794,10.5,481411.05000000005,12.244106226325286
JTX,2009-12-09,5.410911627079632,0.16746411483253598,15342508.898299998,4.88,3230502.0,4.749264633886622
VCI,2009-12-09,2.7833407037092317,0.18642921689524394,44000249.146600015,19.3,2351012.0,18.7154506853219
FNM,2009-12-11,3.5083087431446947,0.1653718091009988,59734808.54499999,1.05,59456468.0,1.0046814174195478
SIGA,2009-12-11,13.31769002170305,-0.2681940700808626,63758257.301199965,5.43,11319059.0,5.632823126127354
FRE,2009-12-14,4.132428084735622,0.1587301587301586,62879057.55569998,1.46,45563422.0,1.3800336935996593
NEXM,2009-12-14,4.38888955118204,0.5483870967741935,9557623.190213207,7.2,1616892.0666,5.911107727995087
BEAT,2009-12-15,5.457314233617698,0.16310679611650492,19708467.5963,5.99,3308623.0,5.956697875913937
NEXM,2009-12-15,4.0578530611914125,-0.333125,11100376.209818793,4.8015,1724113.8666999997,6.438308063182168
LDK,2009-12-17,3.483982241656265,-0.172561629153269,141400604.818,7.72,17350568.0,8.149623967238421
MPG,2009-12-17,2.655526012726944,0.18831168831168843,5494890.627500003,1.83,3190401.0,1.7223197420951168
WGO,2009-12-17,7.418217189734297,0.22018348623853212,29538069.99419998,13.3,2279495.0,12.958163976758001
IHR,2009-12-18,21.310177702765834,0.7559055118110236,11788375.936299983,2.23,5359840.0,2.1993895221312547
ZLC,2009-12-18,5.456618587850246,-0.15415019762845839,12613946.208499998,2.14,5859452.0,2.1527518628875186
ZQK,2009-12-18,3.5964833918110712,0.17261904761904767,6178919.777999998,1.97,3344192.0,1.8476570059374575
